order_id,product_id,supplier_id,warehouse_id,order_date,delivery_date,quantity,unit_price,shipping_cost,order_status
O043312,P150,S077,W18,2024-12-05,2024-12-20,103,4074.14,225.9,Delayed
O043313,P185,S010,W03,2023-04-02,2023-04-03,37,3885.8,225.18,Delivered
O043314,P499,S010,W18,2023-04-16,2023-04-26,89,810.33,118.85,Delayed
O043315,P273,S054,W15,2025-01-10,2025-01-16,136,1570.62,442.4,Delivered
O043316,P116,S014,W03,2023-05-12,2023-05-18,67,246.04,290.1,Delivered
O043317,P001,S003,W15,2025-02-07,2025-02-21,38,102.53,271.48,Delayed
O043318,P149,S070,W15,2024-04-02,2024-04-10,177,628.07,235.23,Delayed
O043319,P270,S027,W04,2025-06-17,2025-07-05,199,568.35,352.47,Delayed
O043320,P230,S008,W11,2025-11-10,2025-11-15,108,102.92,83.55,Delivered
O043321,P120,S027,W08,2023-09-06,2023-09-20,152,3420.11,19.14,Delayed
O043322,P339,S080,W05,2023-07-11,2023-07-21,98,98.21,50.9,Delayed
O043323,P067,S057,W20,2024-08-07,2024-08-16,15,1117.31,99.27,Delayed
O043324,P495,S033,W15,2023-06-17,2023-06-20,39,3511.1,281.05,Delivered
O043325,P092,S012,W11,2023-06-20,2023-06-26,54,2446.0,169.99,Delivered
O043326,P083,S044,W16,2024-06-19,2024-06-26,152,3291.29,110.0,Delivered
O043327,P148,S100,W05,2024-02-12,2024-03-02,2,1425.01,90.78,Delayed
O043328,P307,S053,W13,2024-05-15,2024-05-30,94,697.88,171.33,Delayed
O043329,P192,S062,W19,2023-04-09,2023-04-11,56,1632.03,440.83,Delivered
O043330,P009,S054,W14,2025-04-15,2025-04-29,197,88.63,338.54,Delayed
O043331,P287,S016,W13,2025-12-16,2025-12-30,173,4617.49,103.45,Delayed
O043332,P379,S025,W04,2023-09-04,2023-09-16,84,4972.69,20.6,Delayed
O043333,P364,S082,W11,2024-11-14,2024-12-02,186,4976.17,226.69,Delayed
O043334,P046,S043,W06,2024-12-13,2024-12-19,142,3531.75,385.41,Delivered
O043335,P174,S012,W01,2023-04-17,2023-04-19,105,3436.15,451.64,Delivered
O043336,P456,S054,W16,2025-12-07,2025-12-08,175,1956.73,463.75,Delivered
O043337,P288,S080,W08,2025-04-24,2025-05-05,119,2823.49,470.31,Delayed
O043338,P025,S008,W06,2023-02-15,2023-03-02,181,2569.38,473.66,Delayed
O043339,P022,S017,W11,2024-01-31,2024-02-06,87,4147.09,25.16,Delivered
O043340,P214,S084,W20,2025-12-19,2026-01-05,184,911.74,317.44,Delayed
O043341,P228,S034,W06,2024-09-07,2024-09-15,65,4311.43,277.52,Delayed
O043342,P358,S066,W05,2025-08-07,2025-08-25,121,1736.02,215.84,Delayed
O043343,P125,S091,W16,2024-11-04,2024-11-16,102,4906.3,404.24,Delayed
O043344,P169,S062,W09,2023-08-25,2023-09-02,49,4084.26,95.38,Delayed
O043345,P485,S070,W05,2024-09-20,2024-09-29,133,2961.39,40.1,Delayed
O043346,P262,S054,W16,2023-06-19,2023-06-30,70,383.75,268.26,Delayed
O043347,P246,S035,W08,2025-03-31,2025-04-13,167,2646.21,386.16,Delayed
O043348,P188,S038,W18,2024-01-27,2024-01-31,28,4079.76,423.07,Delivered
O043349,P013,S028,W18,2024-05-15,2024-05-23,16,4468.19,126.45,Delayed
O043350,P248,S064,W04,2023-06-23,2023-06-27,175,4112.72,144.35,Delivered
O043351,P377,S059,W06,2024-08-15,2024-08-29,180,2848.14,69.65,Delayed
O043352,P009,S053,W14,2023-06-21,2023-07-08,28,2958.62,436.3,Delayed
O043353,P341,S071,W17,2025-08-15,2025-08-17,126,4196.56,429.23,Delivered
O043354,P400,S011,W17,2024-11-06,2024-11-18,159,1367.47,117.93,Delayed
O043355,P061,S049,W12,2025-03-19,2025-03-31,39,3640.53,20.68,Delayed
O043356,P081,S067,W08,2024-09-14,2024-10-03,62,2570.98,158.76,Delayed
O043357,P308,S017,W16,2024-12-19,2025-01-06,105,3498.88,247.0,Delayed
O043358,P453,S007,W04,2023-12-04,2023-12-14,109,1134.55,80.41,Delayed
O043359,P493,S016,W01,2025-12-29,2026-01-07,3,144.69,129.88,Delayed
O043360,P006,S005,W12,2025-07-25,2025-08-10,123,2307.31,266.33,Delayed
O043361,P404,S069,W09,2024-01-13,2024-01-14,57,3281.05,475.31,Delivered
O043362,P148,S043,W09,2025-11-01,2025-11-17,67,1374.08,470.43,Delayed
O043363,P313,S065,W16,2024-02-22,2024-03-01,38,254.76,188.03,Delayed
O043364,P245,S006,W02,2023-11-27,2023-12-16,30,45.17,67.53,Delayed
O043365,P433,S013,W13,2025-09-09,2025-09-11,90,2290.2,23.88,Delivered
O043366,P399,S041,W04,2023-10-07,2023-10-25,182,1797.37,290.22,Delayed
O043367,P250,S087,W12,2025-05-30,2025-06-17,43,4265.18,327.58,Delayed
O043368,P343,S023,W04,2024-03-22,2024-04-05,103,3528.24,99.02,Delayed
O043369,P313,S098,W17,2025-04-10,2025-04-17,75,1365.14,469.11,Delivered
O043370,P136,S028,W19,2025-01-04,2025-01-11,26,824.02,257.22,Delivered
O043371,P217,S008,W20,2025-11-17,2025-11-22,184,4638.63,65.92,Delivered
O043372,P244,S014,W10,2023-07-12,2023-07-24,110,73.45,188.5,Delayed
O043373,P262,S004,W18,2025-03-23,2025-04-05,156,4073.8,159.77,Delayed
O043374,P433,S069,W17,2025-08-19,2025-09-05,170,3126.17,267.58,Delayed
O043375,P463,S004,W06,2024-02-28,2024-03-14,110,2886.85,160.21,Delayed
O043376,P219,S026,W08,2024-12-06,2024-12-22,128,4228.37,336.97,Delayed
O043377,P424,S035,W03,2023-04-01,2023-04-14,17,4860.6,392.34,Delayed
O043378,P287,S007,W11,2024-10-09,2024-10-20,72,3717.27,6.23,Delayed
O043379,P071,S043,W17,2025-03-05,2025-03-08,111,2130.22,90.32,Delivered
O043380,P481,S037,W05,2025-01-10,2025-01-11,183,1479.41,219.61,Delivered
O043381,P100,S011,W06,2023-05-25,2023-05-31,20,2962.46,122.78,Delivered
O043382,P402,S023,W12,2024-03-27,2024-04-04,51,1961.49,205.51,Delayed
O043383,P436,S029,W19,2023-08-30,2023-09-04,79,1729.08,379.79,Delivered
O043384,P236,S022,W19,2025-11-20,2025-11-27,85,4688.79,386.5,Delivered
O043385,P094,S077,W16,2025-02-11,2025-02-14,138,2249.4,473.25,Delivered
O043386,P475,S091,W06,2025-12-19,2025-12-28,145,444.08,254.88,Delayed
O043387,P202,S043,W13,2024-04-20,2024-05-04,1,4161.04,113.09,Delayed
O043388,P472,S052,W14,2023-04-11,2023-04-13,110,3756.13,211.76,Delivered
O043389,P035,S077,W20,2025-03-20,2025-03-23,157,4861.02,100.41,Delivered
O043390,P286,S023,W02,2025-03-01,2025-03-20,186,4647.65,152.82,Delayed
O043391,P178,S004,W13,2024-09-24,2024-10-04,14,1347.75,277.81,Delayed
O043392,P387,S062,W08,2025-05-26,2025-05-28,159,4973.08,432.69,Delivered
O043393,P073,S033,W13,2024-08-11,2024-08-24,175,2922.46,83.18,Delayed
O043394,P464,S079,W12,2023-09-30,2023-10-14,44,1599.28,97.05,Delayed
O043395,P098,S040,W03,2025-05-31,2025-06-19,13,4696.83,103.59,Delayed
O043396,P449,S091,W08,2023-02-27,2023-03-12,62,4127.28,73.26,Delayed
O043397,P259,S062,W04,2025-01-28,2025-02-04,36,1673.42,308.51,Delivered
O043398,P005,S038,W02,2025-09-09,2025-09-12,156,156.44,496.19,Delivered
O043399,P089,S090,W07,2025-08-02,2025-08-03,35,1483.81,105.76,Delivered
O043400,P437,S046,W03,2024-01-22,2024-02-04,41,3596.96,57.68,Delayed
O043401,P293,S039,W11,2023-02-14,2023-02-20,70,1747.54,269.71,Delivered
O043402,P012,S012,W03,2023-10-18,2023-10-30,134,3471.52,68.78,Delayed
O043403,P258,S076,W09,2025-03-25,2025-04-04,11,3759.81,341.35,Delayed
O043404,P123,S049,W05,2023-08-28,2023-08-31,50,4154.56,62.1,Delivered
O043405,P334,S009,W02,2023-10-03,2023-10-04,161,2648.86,204.96,Delivered
O043406,P413,S027,W05,2024-02-22,2024-03-06,106,954.07,8.8,Delayed
O043407,P249,S083,W18,2023-07-26,2023-07-28,60,1582.92,471.07,Delivered
O043408,P185,S006,W09,2023-12-31,2024-01-19,96,3636.85,195.23,Delayed
O043409,P284,S040,W03,2025-04-12,2025-04-15,195,4964.91,381.42,Delivered
O043410,P340,S092,W02,2024-07-21,2024-08-09,185,4705.38,471.93,Delayed
O043411,P299,S097,W19,2023-06-09,2023-06-24,86,4352.72,7.74,Delayed
O043412,P328,S038,W01,2023-04-06,2023-04-25,84,3936.49,138.79,Delayed
O043413,P135,S061,W06,2024-02-29,2024-03-10,159,742.0,26.44,Delayed
O043414,P238,S086,W17,2024-08-21,2024-09-01,52,3875.12,277.14,Delayed
O043415,P459,S096,W08,2023-09-25,2023-10-10,38,349.2,6.48,Delayed
O043416,P337,S073,W14,2023-02-13,2023-02-21,193,2649.78,96.54,Delayed
O043417,P261,S096,W18,2024-08-17,2024-08-28,149,4959.14,460.47,Delayed
O043418,P321,S031,W07,2025-10-08,2025-10-25,87,2269.15,358.09,Delayed
O043419,P461,S085,W18,2023-01-09,2023-01-11,99,527.66,223.97,Delivered
O043420,P041,S083,W14,2024-10-30,2024-11-17,4,3473.1,185.2,Delayed
O043421,P187,S032,W14,2024-01-16,2024-01-25,179,1406.73,254.35,Delayed
O043422,P342,S085,W10,2024-12-27,2025-01-03,16,83.78,173.86,Delivered
O043423,P208,S080,W18,2023-04-25,2023-05-05,196,670.97,338.92,Delayed
O043424,P095,S015,W04,2024-01-23,2024-01-31,111,2671.38,17.24,Delayed
O043425,P061,S087,W01,2024-03-14,2024-03-27,158,4905.95,251.52,Delayed
O043426,P067,S034,W18,2025-06-28,2025-06-30,61,2880.78,74.02,Delivered
O043427,P310,S091,W03,2025-04-24,2025-05-04,21,4240.18,84.62,Delayed
O043428,P054,S008,W05,2025-07-23,2025-08-09,199,206.81,340.13,Delayed
O043429,P315,S027,W07,2025-05-25,2025-06-10,25,1736.28,357.22,Delayed
O043430,P305,S061,W12,2023-01-28,2023-02-09,101,2868.88,372.11,Delayed
O043431,P457,S004,W19,2024-09-27,2024-10-03,96,3408.36,112.45,Delivered
O043432,P436,S043,W15,2023-03-18,2023-04-02,17,3117.23,183.26,Delayed
O043433,P499,S013,W20,2024-08-09,2024-08-24,23,3070.22,374.31,Delayed
O043434,P350,S062,W03,2023-08-22,2023-09-07,40,4937.1,284.58,Delayed
O043435,P484,S080,W19,2023-11-25,2023-11-28,66,398.06,409.54,Delivered
O043436,P418,S023,W03,2025-10-25,2025-11-07,138,201.05,235.78,Delayed
O043437,P227,S068,W06,2023-12-14,2024-01-01,141,2190.82,14.84,Delayed
O043438,P156,S097,W05,2025-01-26,2025-01-29,171,1134.63,49.33,Delivered
O043439,P058,S092,W17,2024-02-23,2024-02-27,149,2702.73,100.75,Delivered
O043440,P271,S017,W01,2024-01-26,2024-01-31,148,2551.78,216.57,Delivered
O043441,P251,S027,W04,2024-08-12,2024-08-18,88,4046.09,397.65,Delivered
O043442,P275,S092,W14,2023-04-25,2023-05-02,179,939.69,57.46,Delivered
O043443,P288,S018,W08,2023-01-04,2023-01-17,149,4319.76,381.2,Delayed
O043444,P472,S077,W18,2024-10-04,2024-10-18,20,3253.35,439.81,Delayed
O043445,P474,S016,W20,2023-01-09,2023-01-16,123,4009.02,380.99,Delivered
O043446,P103,S023,W06,2023-04-28,2023-05-09,6,4317.69,214.54,Delayed
O043447,P464,S081,W04,2025-05-05,2025-05-17,103,203.32,443.55,Delayed
O043448,P225,S059,W15,2024-11-30,2024-12-18,130,2694.9,50.83,Delayed
O043449,P386,S008,W16,2025-07-20,2025-08-07,164,920.94,233.53,Delayed
O043450,P312,S047,W01,2023-05-05,2023-05-07,66,62.36,445.99,Delivered
O043451,P080,S043,W09,2023-08-11,2023-08-14,98,440.01,262.65,Delivered
O043452,P174,S032,W20,2023-11-24,2023-12-01,81,1251.15,324.0,Delivered
O043453,P285,S033,W12,2025-10-13,2025-10-14,35,1646.67,46.11,Delivered
O043454,P091,S090,W19,2025-03-28,2025-03-30,100,3166.45,23.32,Delivered
O043455,P461,S024,W18,2023-09-16,2023-10-04,86,1308.83,136.98,Delayed
O043456,P320,S014,W05,2023-03-08,2023-03-22,161,3861.95,105.15,Delayed
O043457,P258,S015,W17,2025-06-01,2025-06-06,82,441.98,463.4,Delivered
O043458,P097,S034,W08,2025-12-21,2026-01-02,33,4407.2,80.27,Delayed
O043459,P421,S018,W15,2025-08-29,2025-08-31,120,1654.82,441.22,Delivered
O043460,P318,S076,W11,2023-10-06,2023-10-16,175,634.78,255.29,Delayed
O043461,P052,S015,W16,2024-08-11,2024-08-24,21,1504.73,481.33,Delayed
O043462,P191,S018,W13,2023-09-29,2023-10-13,68,4814.91,103.91,Delayed
O043463,P212,S006,W13,2024-05-16,2024-05-17,111,1222.63,225.48,Delivered
O043464,P139,S028,W03,2024-10-19,2024-10-28,38,3817.01,422.5,Delayed
O043465,P067,S083,W20,2025-06-11,2025-06-12,179,445.16,51.19,Delivered
O043466,P249,S034,W13,2024-07-21,2024-07-30,69,120.59,483.58,Delayed
O043467,P177,S020,W14,2023-08-06,2023-08-17,161,2716.03,248.51,Delayed
O043468,P326,S028,W10,2024-11-15,2024-11-22,46,2888.69,327.49,Delivered
O043469,P164,S031,W01,2023-06-08,2023-06-09,123,4845.33,477.37,Delivered
O043470,P153,S008,W06,2023-12-26,2023-12-27,19,3733.64,240.72,Delivered
O043471,P238,S082,W15,2024-06-27,2024-07-06,23,3496.52,14.13,Delayed
O043472,P468,S047,W14,2023-10-18,2023-11-02,123,901.1,162.96,Delayed
O043473,P213,S005,W16,2023-02-05,2023-02-21,177,1400.14,334.93,Delayed
O043474,P356,S081,W16,2025-09-05,2025-09-08,145,3229.8,108.79,Delivered
O043475,P377,S041,W14,2025-05-09,2025-05-12,57,3271.85,203.26,Delivered
O043476,P393,S041,W17,2023-03-07,2023-03-21,29,3217.12,493.1,Delayed
O043477,P092,S022,W12,2025-03-07,2025-03-12,175,114.01,111.23,Delivered
O043478,P338,S070,W09,2023-06-06,2023-06-23,193,4190.82,139.48,Delayed
O043479,P266,S024,W11,2023-05-01,2023-05-11,171,2664.08,341.96,Delayed
O043480,P385,S064,W13,2023-07-11,2023-07-27,139,4564.47,381.64,Delayed
O043481,P132,S020,W20,2023-12-23,2024-01-10,45,2953.98,329.71,Delayed
O043482,P282,S069,W11,2024-06-14,2024-06-27,65,3950.18,434.2,Delayed
O043483,P459,S033,W09,2024-04-24,2024-05-12,97,2412.6,138.24,Delayed
O043484,P309,S100,W14,2025-03-07,2025-03-24,60,1031.07,73.98,Delayed
O043485,P373,S035,W09,2025-08-11,2025-08-15,183,716.59,235.45,Delivered
O043486,P023,S023,W20,2023-07-07,2023-07-11,37,4996.79,329.49,Delivered
O043487,P196,S100,W11,2024-04-20,2024-05-05,81,3845.5,309.65,Delayed
O043488,P258,S008,W12,2025-07-05,2025-07-09,91,3135.79,42.95,Delivered
O043489,P244,S051,W12,2024-10-10,2024-10-23,65,3541.29,30.81,Delayed
O043490,P385,S016,W10,2023-06-11,2023-06-29,83,2829.21,145.43,Delayed
O043491,P009,S016,W10,2025-03-12,2025-03-18,59,3739.08,456.05,Delivered
O043492,P443,S044,W07,2023-02-16,2023-02-21,8,2692.02,367.95,Delivered
O043493,P201,S066,W02,2023-01-24,2023-01-25,93,201.29,398.01,Delivered
O043494,P340,S052,W06,2023-06-23,2023-06-29,134,2075.32,372.02,Delivered
O043495,P437,S046,W16,2025-05-28,2025-05-30,157,3646.52,175.71,Delivered
O043496,P077,S025,W20,2025-02-12,2025-02-17,160,2895.55,163.35,Delivered
O043497,P042,S080,W09,2023-08-18,2023-09-03,129,4263.6,368.88,Delayed
O043498,P153,S067,W09,2024-12-03,2024-12-07,185,182.41,340.93,Delivered
O043499,P138,S091,W02,2023-04-28,2023-05-11,60,1000.21,218.19,Delayed
O043500,P401,S051,W15,2023-02-22,2023-03-01,162,4504.06,174.05,Delivered
O043501,P133,S015,W11,2025-08-05,2025-08-14,55,88.62,409.69,Delayed
O043502,P077,S004,W03,2024-07-25,2024-07-26,38,2873.74,285.47,Delivered
O043503,P091,S095,W18,2024-06-06,2024-06-11,42,4561.29,287.55,Delivered
O043504,P141,S097,W15,2025-02-10,2025-02-21,106,4563.23,447.37,Delayed
O043505,P033,S001,W12,2025-02-20,2025-03-09,94,1905.34,162.51,Delayed
O043506,P109,S054,W16,2024-10-16,2024-10-29,52,3588.95,376.16,Delayed
O043507,P447,S055,W14,2023-04-23,2023-04-25,122,1758.17,228.07,Delivered
O043508,P061,S016,W01,2023-04-09,2023-04-25,145,3557.17,471.2,Delayed
O043509,P101,S009,W12,2024-04-17,2024-05-06,16,1868.49,376.89,Delayed
O043510,P484,S001,W16,2025-11-12,2025-11-21,167,445.31,149.69,Delayed
O043511,P406,S088,W14,2023-08-27,2023-08-31,101,2647.68,429.94,Delivered
O043512,P050,S041,W18,2024-09-12,2024-09-30,149,1184.81,52.63,Delayed
O043513,P396,S090,W07,2024-11-02,2024-11-12,76,3235.28,89.96,Delayed
O043514,P275,S084,W09,2024-01-22,2024-02-06,75,39.55,123.26,Delayed
O043515,P342,S044,W16,2024-08-28,2024-09-10,35,2786.68,337.99,Delayed
O043516,P006,S095,W12,2023-05-02,2023-05-18,176,1368.79,131.04,Delayed
O043517,P312,S048,W18,2024-07-16,2024-07-26,50,1095.92,253.79,Delayed
O043518,P089,S037,W14,2023-11-13,2023-11-17,160,4048.85,388.38,Delivered
O043519,P496,S014,W13,2023-01-20,2023-02-05,135,1100.78,67.98,Delayed
O043520,P260,S028,W09,2024-06-25,2024-07-06,184,2729.44,127.63,Delayed
O043521,P025,S017,W18,2024-02-09,2024-02-11,7,2492.67,335.99,Delivered
O043522,P275,S033,W02,2025-09-04,2025-09-16,39,1677.22,389.41,Delayed
O043523,P438,S092,W06,2024-11-23,2024-12-01,167,981.92,220.27,Delayed
O043524,P010,S044,W14,2023-04-22,2023-05-05,57,3676.8,192.31,Delayed
O043525,P473,S065,W14,2025-10-30,2025-11-01,117,4168.51,299.11,Delivered
O043526,P018,S069,W19,2024-01-14,2024-01-16,161,2315.86,191.5,Delivered
O043527,P115,S045,W19,2025-07-28,2025-08-01,110,2839.79,138.63,Delivered
O043528,P110,S037,W05,2023-08-26,2023-09-13,185,3204.53,81.81,Delayed
O043529,P330,S007,W13,2024-10-05,2024-10-08,162,4656.44,56.59,Delivered
O043530,P259,S092,W16,2023-11-26,2023-12-03,24,327.1,385.59,Delivered
O043531,P037,S075,W19,2023-07-04,2023-07-10,121,2102.3,416.78,Delivered
O043532,P446,S068,W12,2024-04-26,2024-04-27,48,1280.62,450.45,Delivered
O043533,P491,S076,W17,2024-08-23,2024-09-01,66,421.79,208.94,Delayed
O043534,P067,S090,W04,2023-12-28,2024-01-09,183,4523.69,354.12,Delayed
O043535,P418,S090,W13,2025-11-25,2025-12-02,173,572.43,440.08,Delivered
O043536,P391,S024,W20,2024-05-30,2024-05-31,46,1239.16,236.08,Delivered
O043537,P281,S100,W15,2023-11-26,2023-11-30,26,3149.74,328.36,Delivered
O043538,P453,S078,W04,2023-09-26,2023-10-02,70,486.08,129.03,Delivered
O043539,P244,S032,W10,2025-12-29,2026-01-14,97,4493.68,106.81,Delayed
O043540,P222,S062,W18,2025-08-12,2025-08-27,1,4383.98,398.75,Delayed
O043541,P404,S029,W13,2024-01-13,2024-01-16,113,2000.73,410.22,Delivered
O043542,P385,S041,W13,2023-10-20,2023-11-07,106,37.57,62.15,Delayed
O043543,P249,S058,W19,2023-12-26,2024-01-14,63,1332.58,286.33,Delayed
O043544,P367,S072,W08,2024-06-07,2024-06-20,191,4331.34,10.15,Delayed
O043545,P272,S081,W20,2024-09-15,2024-09-29,105,1468.39,434.63,Delayed
O043546,P495,S027,W03,2025-11-25,2025-12-09,105,3414.6,319.8,Delayed
O043547,P079,S045,W05,2023-12-10,2023-12-18,152,4536.53,183.96,Delayed
O043548,P285,S093,W17,2024-09-09,2024-09-20,37,1875.83,125.77,Delayed
O043549,P187,S075,W20,2024-07-28,2024-08-09,86,2796.64,370.39,Delayed
O043550,P153,S035,W08,2024-02-01,2024-02-02,61,4935.96,268.09,Delivered
O043551,P461,S045,W18,2024-02-25,2024-03-05,168,1069.25,406.94,Delayed
O043552,P015,S083,W11,2024-10-22,2024-11-05,52,2329.26,201.91,Delayed
O043553,P097,S095,W03,2024-02-06,2024-02-20,149,2342.01,374.61,Delayed
O043554,P366,S055,W15,2023-02-15,2023-02-28,171,1446.83,414.26,Delayed
O043555,P419,S087,W19,2024-11-17,2024-11-29,38,1898.41,155.28,Delayed
O043556,P326,S049,W20,2023-06-03,2023-06-15,12,235.85,441.5,Delayed
O043557,P417,S088,W15,2023-09-18,2023-09-25,80,3784.53,115.2,Delivered
O043558,P287,S085,W20,2024-10-06,2024-10-08,176,3477.39,47.62,Delivered
O043559,P357,S007,W10,2023-10-14,2023-10-25,170,4361.11,72.96,Delayed
O043560,P051,S051,W18,2025-04-24,2025-05-10,125,3487.86,85.3,Delayed
O043561,P131,S011,W06,2024-09-30,2024-10-13,174,3757.79,357.14,Delayed
O043562,P206,S042,W02,2024-12-05,2024-12-23,94,4335.35,378.62,Delayed
O043563,P129,S042,W09,2023-06-06,2023-06-25,101,2326.15,96.55,Delayed
O043564,P186,S009,W04,2024-09-05,2024-09-16,133,2498.17,369.32,Delayed
O043565,P162,S036,W13,2024-03-04,2024-03-05,191,4947.92,249.31,Delivered
O043566,P424,S099,W03,2025-09-08,2025-09-21,34,2637.2,160.3,Delayed
O043567,P286,S042,W20,2025-05-01,2025-05-09,168,2261.17,277.32,Delayed
O043568,P424,S052,W09,2023-09-24,2023-10-08,137,4633.51,118.73,Delayed
O043569,P198,S046,W01,2023-02-28,2023-03-14,4,4347.4,486.07,Delayed
O043570,P074,S025,W14,2024-09-08,2024-09-24,26,4911.99,87.58,Delayed
O043571,P353,S083,W03,2023-06-20,2023-07-09,138,3312.86,225.19,Delayed
O043572,P113,S086,W10,2024-10-18,2024-10-25,104,1834.25,404.42,Delivered
O043573,P398,S005,W12,2025-04-16,2025-04-22,62,1871.02,359.42,Delivered
O043574,P313,S080,W14,2025-10-20,2025-10-29,136,4300.68,220.99,Delayed
O043575,P268,S048,W11,2025-04-01,2025-04-19,21,2645.28,27.45,Delayed
O043576,P436,S003,W20,2025-01-03,2025-01-09,118,537.35,54.35,Delivered
O043577,P455,S096,W17,2024-02-02,2024-02-19,38,2306.38,462.6,Delayed
O043578,P261,S082,W20,2025-11-04,2025-11-08,40,2072.95,297.13,Delivered
O043579,P279,S005,W09,2025-08-26,2025-09-04,37,358.83,348.12,Delayed
O043580,P128,S056,W19,2024-04-06,2024-04-14,11,2907.34,446.06,Delayed
O043581,P317,S038,W20,2023-05-18,2023-06-02,82,2580.65,441.87,Delayed
O043582,P166,S078,W12,2025-01-31,2025-02-08,19,4793.71,187.28,Delayed
O043583,P219,S043,W04,2023-05-30,2023-06-10,175,2016.49,316.25,Delayed
O043584,P333,S062,W19,2025-05-12,2025-05-31,63,2081.27,477.89,Delayed
O043585,P005,S011,W11,2025-02-19,2025-03-04,4,2386.24,261.71,Delayed
O043586,P324,S077,W15,2024-08-15,2024-08-30,188,3097.67,14.26,Delayed
O043587,P138,S004,W09,2023-10-27,2023-11-01,61,1062.48,231.71,Delivered
O043588,P493,S095,W14,2025-01-28,2025-02-04,100,407.63,368.45,Delivered
O043589,P053,S060,W19,2025-06-03,2025-06-16,15,4925.13,271.4,Delayed
O043590,P477,S063,W19,2024-05-18,2024-06-03,126,2750.86,85.77,Delayed
O043591,P333,S044,W16,2025-03-12,2025-03-28,25,4497.79,435.26,Delayed
O043592,P191,S004,W09,2025-03-28,2025-03-30,114,3182.63,343.96,Delivered
O043593,P148,S010,W05,2023-11-06,2023-11-13,23,1437.89,314.42,Delivered
O043594,P218,S029,W09,2024-07-27,2024-07-31,170,1769.2,490.2,Delivered
O043595,P446,S063,W20,2024-08-18,2024-08-31,16,799.47,249.93,Delayed
O043596,P103,S050,W09,2023-01-27,2023-02-01,134,4301.62,162.47,Delivered
O043597,P124,S099,W07,2024-01-16,2024-01-28,21,3452.83,204.32,Delayed
O043598,P012,S013,W04,2023-05-11,2023-05-24,173,1820.21,471.08,Delayed
O043599,P210,S016,W07,2024-09-30,2024-10-09,165,3803.77,483.92,Delayed
O043600,P313,S045,W20,2025-10-16,2025-11-01,155,1216.44,369.09,Delayed
O043601,P053,S086,W11,2023-10-12,2023-10-18,26,4976.97,84.31,Delivered
O043602,P349,S059,W02,2025-01-06,2025-01-19,21,3223.6,18.39,Delayed
O043603,P156,S013,W10,2025-12-27,2026-01-10,18,411.83,313.49,Delayed
O043604,P163,S054,W05,2023-08-21,2023-08-25,183,4138.59,153.8,Delivered
O043605,P197,S041,W03,2024-09-02,2024-09-11,46,3208.98,478.62,Delayed
O043606,P313,S054,W04,2023-08-10,2023-08-15,104,4830.53,353.64,Delivered
O043607,P386,S030,W09,2024-03-28,2024-04-08,132,1089.14,177.09,Delayed
O043608,P072,S021,W20,2023-10-31,2023-11-16,199,4950.42,392.18,Delayed
O043609,P481,S043,W09,2025-07-24,2025-08-05,159,1156.61,77.42,Delayed
O043610,P400,S081,W02,2023-09-21,2023-10-08,166,4861.05,82.28,Delayed
O043611,P087,S044,W19,2023-12-31,2024-01-08,121,1352.1,103.76,Delayed
O043612,P123,S034,W11,2025-01-11,2025-01-23,52,4769.29,352.04,Delayed
O043613,P336,S096,W07,2024-03-31,2024-04-08,71,2804.78,170.72,Delayed
O043614,P126,S064,W12,2024-05-19,2024-06-01,104,2762.17,345.41,Delayed
O043615,P311,S075,W20,2023-11-24,2023-11-29,20,3300.82,284.08,Delivered
O043616,P327,S057,W01,2025-03-29,2025-04-06,196,4826.47,475.78,Delayed
O043617,P087,S008,W15,2025-01-05,2025-01-08,133,4964.29,406.26,Delivered
O043618,P351,S093,W18,2024-05-06,2024-05-17,37,1407.27,130.92,Delayed
O043619,P432,S046,W18,2024-04-05,2024-04-10,192,4249.65,296.37,Delivered
O043620,P272,S016,W05,2024-07-19,2024-08-04,119,771.86,310.55,Delayed
O043621,P483,S034,W14,2025-03-30,2025-04-09,152,1380.12,77.68,Delayed
O043622,P099,S044,W01,2024-05-30,2024-06-09,5,2351.63,112.02,Delayed
O043623,P450,S074,W09,2024-02-22,2024-03-09,112,3394.29,44.6,Delayed
O043624,P249,S047,W10,2024-02-12,2024-02-23,196,1413.64,21.34,Delayed
O043625,P155,S024,W05,2025-04-23,2025-05-02,116,215.0,270.39,Delayed
O043626,P211,S038,W13,2023-02-04,2023-02-11,133,1866.36,239.04,Delivered
O043627,P358,S014,W02,2023-06-03,2023-06-17,153,3519.32,342.13,Delayed
O043628,P132,S074,W19,2025-12-23,2026-01-06,95,1702.37,416.57,Delayed
O043629,P170,S012,W09,2025-06-08,2025-06-26,131,3968.2,64.71,Delayed
O043630,P235,S010,W15,2024-07-21,2024-08-07,35,4900.66,342.08,Delayed
O043631,P026,S021,W18,2023-08-17,2023-08-18,39,2126.52,41.41,Delivered
O043632,P323,S010,W06,2025-09-02,2025-09-14,26,744.11,327.83,Delayed
O043633,P453,S057,W20,2025-09-27,2025-10-05,79,4539.52,133.9,Delayed
O043634,P197,S018,W14,2025-03-15,2025-03-16,45,1838.7,133.19,Delivered
O043635,P353,S003,W12,2024-07-17,2024-07-29,195,794.46,491.83,Delayed
O043636,P480,S067,W06,2025-07-03,2025-07-20,134,1244.28,83.4,Delayed
